session,amplitude,presence,response_presence,reaction_time
1,3.0,0,1,0.3899
1,3.0,0,0,0.5202
1,3.0,1,1,0.2221
1,3.0,0,0,0.4137
1,3.0,1,0,0.3778
1,3.0,0,1,0.1737
1,3.0,0,1,0.2439
1,3.0,1,1,0.252
1,3.0,1,1,0.23
1,3.0,1,0,0.2559
1,3.0,0,0,0.2883
1,3.0,1,1,0.1986
1,3.0,1,1,0.2819
1,3.0,0,0,0.258
1,3.0,0,1,0.2341
1,3.0,0,0,0.342
1,3.0,0,0,0.358
1,3.0,0,0,0.354
1,3.0,1,1,0.1338
1,3.0,0,0,0.2998
2,3.0,1,1,0.23
2,3.0,1,1,0.1501
2,3.0,0,0,0.2199
2,3.0,0,0,0.308
2,3.0,1,0,0.2279
2,3.0,1,1,0.16
2,3.0,1,1,0.244
2,3.0,0,0,0.206
2,3.0,1,1,0.1599
2,3.0,0,0,0.5018
2,3.0,1,1,0.1879
2,3.0,0,0,0.336
2,3.0,0,0,0.2783
2,3.0,1,1,0.1679
2,3.0,1,1,0.1262
2,3.0,1,1,0.134
2,3.0,1,1,0.1661
2,3.0,0,0,0.314
2,3.0,1,1,0.1759
2,3.0,1,1,0.1481
1,2.7444,0,0,0.42
1,2.7444,0,0,0.2781
1,2.7444,0,1,0.3498
1,2.7444,1,1,0.2026
1,2.7444,0,0,0.2161
1,2.7444,0,0,0.3781
1,2.7444,0,0,0.3838
1,2.7444,0,0,0.4177
1,2.7444,1,1,0.3106
1,2.7444,0,0,0.2599
1,2.7444,0,0,0.374
1,2.7444,1,1,0.2259
1,2.7444,0,0,0.3329
1,2.7444,1,1,0.2681
1,2.7444,0,0,0.2699
1,2.7444,0,0,0.328
1,2.7444,0,0,0.2466
1,2.7444,0,0,0.2881
1,2.7444,1,1,0.2164
1,2.7444,0,0,0.2678
2,2.7444,1,1,0.2141
2,2.7444,0,0,0.5123
2,2.7444,0,0,0.3118
2,2.7444,0,0,0.334
2,2.7444,1,1,0.3878
2,2.7444,0,0,0.3582
2,2.7444,1,1,0.1641
2,2.7444,0,0,0.3059
2,2.7444,1,1,0.2819
2,2.7444,1,1,0.426
2,2.7444,0,0,0.3319
2,2.7444,0,0,0.2979
2,2.7444,1,1,0.3299
2,2.7444,1,1,0.2079
2,2.7444,1,1,0.2279
2,2.7444,1,1,0.2461
2,2.7444,0,0,0.3357
2,2.7444,1,1,0.3078
2,2.7444,1,1,0.3398
2,2.7444,1,1,0.1619
1,2.4889,0,0,0.4321
1,2.4889,0,0,0.3622
1,2.4889,0,0,0.3443
1,2.4889,1,1,0.2606
1,2.4889,0,0,0.3498
1,2.4889,0,1,0.5716
1,2.4889,0,0,0.2798
1,2.4889,1,1,0.4781
1,2.4889,0,0,0.3026
1,2.4889,1,1,0.1821
1,2.4889,0,0,0.2738
1,2.4889,1,1,0.2584
1,2.4889,1,1,0.18
1,2.4889,1,1,0.1461
1,2.4889,1,1,0.1845
1,2.4889,1,1,0.1239
1,2.4889,1,1,0.1461
1,2.4889,1,1,0.5359
1,2.4889,0,0,0.2384
1,2.4889,0,0,0.2005
2,2.4889,0,0,0.4379
2,2.4889,1,1,0.224
2,2.4889,1,1,0.2278
2,2.4889,0,0,0.6639
2,2.4889,0,0,0.4238
2,2.4889,1,1,0.1941
2,2.4889,0,0,0.3499
2,2.4889,1,1,0.2178
2,2.4889,1,1,0.156
2,2.4889,1,1,0.2438
2,2.4889,0,0,0.4137
2,2.4889,1,1,0.5139
2,2.4889,0,0,0.2802
2,2.4889,0,0,0.2799
2,2.4889,0,0,0.3758
2,2.4889,0,0,0.2279
2,2.4889,0,0,0.2778
2,2.4889,1,1,0.262
2,2.4889,1,1,0.2539
2,2.4889,1,1,0.1739
1,2.2333,0,1,0.5039
1,2.2333,1,1,0.4543
1,2.2333,0,0,0.368
1,2.2333,0,0,0.3341
1,2.2333,1,1,0.5396
1,2.2333,1,1,0.2901
1,2.2333,0,0,0.4261
1,2.2333,0,0,0.5657
1,2.2333,0,0,0.4193
1,2.2333,0,0,0.368
1,2.2333,0,0,0.5719
1,2.2333,0,0,0.2499
1,2.2333,0,0,0.2179
1,2.2333,0,0,0.3244
1,2.2333,1,0,0.3061
1,2.2333,0,0,0.3698
1,2.2333,0,1,0.3981
1,2.2333,0,0,0.2878
1,2.2333,1,1,0.3621
1,2.2333,1,1,0.2158
2,2.2333,0,0,0.3419
2,2.2333,1,1,0.1799
2,2.2333,0,0,0.2557
2,2.2333,1,1,0.2819
2,2.2333,0,0,0.3478
2,2.2333,1,1,0.4258
2,2.2333,0,0,0.2839
2,2.2333,1,1,0.4617
2,2.2333,1,1,0.2881
2,2.2333,1,1,0.4478
2,2.2333,0,0,0.2819
2,2.2333,0,0,0.2818
2,2.2333,0,0,0.3457
2,2.2333,1,0,0.3995
2,2.2333,0,1,0.2863
2,2.2333,0,0,0.2839
2,2.2333,0,0,0.254
2,2.2333,0,0,0.3338
2,2.2333,0,1,0.4043
2,2.2333,1,1,0.2241
1,1.9778,0,0,0.4038
1,1.9778,0,0,0.2779
1,1.9778,1,1,0.2705
1,1.9778,0,0,0.2719
1,1.9778,1,1,0.2401
1,1.9778,1,1,0.2181
1,1.9778,0,0,0.2699
1,1.9778,0,1,0.3817
1,1.9778,0,0,0.3618
1,1.9778,1,1,0.3916
1,1.9778,0,0,0.364
1,1.9778,0,0,0.4021
1,1.9778,0,0,0.3658
1,1.9778,0,0,0.3461
1,1.9778,0,0,0.4796
1,1.9778,1,1,0.3998
1,1.9778,0,0,0.2978
1,1.9778,1,0,0.3641
1,1.9778,1,1,0.25
1,1.9778,0,0,0.3319
2,1.9778,0,0,0.3543
2,1.9778,0,0,0.3187
2,1.9778,1,1,0.2141
2,1.9778,0,0,0.4818
2,1.9778,1,0,0.3357
2,1.9778,0,0,0.3421
2,1.9778,0,0,0.3559
2,1.9778,0,0,0.2818
2,1.9778,1,1,0.2844
2,1.9778,0,0,0.4198
2,1.9778,1,1,0.2259
2,1.9778,1,1,0.2539
2,1.9778,0,0,0.2658
2,1.9778,0,1,0.426
2,1.9778,1,1,0.3178
2,1.9778,1,0,0.5658
2,1.9778,0,0,0.3956
2,1.9778,0,0,0.6396
2,1.9778,1,1,0.2082
2,1.9778,0,0,0.2599
1,1.7222,0,0,0.314
1,1.7222,1,0,0.426
1,1.7222,0,1,0.3238
1,1.7222,1,0,0.3084
1,1.7222,0,0,0.332
1,1.7222,1,0,0.3243
1,1.7222,0,1,0.5062
1,1.7222,0,0,0.3859
1,1.7222,0,1,0.4618
1,1.7222,0,0,0.268
1,1.7222,0,1,0.4006
1,1.7222,1,1,0.332
1,1.7222,0,0,0.258
1,1.7222,0,0,0.3481
1,1.7222,1,1,0.4897
1,1.7222,1,1,0.2399
1,1.7222,0,0,0.2421
1,1.7222,1,1,0.302
1,1.7222,0,0,0.2621
1,1.7222,0,0,0.5743
2,1.7222,1,1,0.2658
2,1.7222,0,0,0.274
2,1.7222,0,0,0.3319
2,1.7222,1,1,0.2199
2,1.7222,1,1,0.1899
2,1.7222,1,1,0.3478
2,1.7222,0,0,0.2961
2,1.7222,0,1,0.2638
2,1.7222,0,1,0.2258
2,1.7222,1,1,0.342
2,1.7222,1,1,0.3078
